model,clip_id,script,der,jer,der_miss_sec,der_fa_sec,der_confusion_sec,der_total_sec,n_speakers_ref,n_speakers_hyp,speaker_count_error,speaker_count_correct,der_correct_sec
community-1,CO_8ppdzq9U__0_695,Tamil,0.14309070273917968,0.1885465159460788,49.37099999999991,5.152000000000115,38.774999999999956,652.0200000000003,4,4,0,1,563.8740000000004
community-1,Cku_X_SL7qU__60_660,Gujarati,0.6430367251556237,0.5432886808695571,111.71900000000002,159.84100000000004,47.63700000000001,496.39000000000004,3,3,0,1,337.034
community-1,DPmew0didIM__191_512,Telugu,0.3468970164798138,0.4642757044058638,46.553999999999974,28.660000000000068,38.03399999999994,326.4599999999999,5,5,0,1,241.87200000000004
community-1,EmsKkNN2Me4__35_95,Malayalam,0.5292401516400201,0.6110713422174323,5.5590000000000055,7.04,19.51000000000001,60.669999999999995,2,2,0,1,35.60099999999998
community-1,ExGJodnzocM__212_527,Devanagari,0.3435845279607389,0.44292728787612784,27.074000000000026,10.172999999999998,69.16800000000003,309.72,4,5,1,0,213.47799999999998
community-1,F2uXav-wriA__0_907,Devanagari,0.10793701236083016,0.15343430534178942,50.31499999999934,7.798999999999332,40.38500000000054,912.5600000000003,4,4,0,1,821.8600000000005
community-1,FDMf9ApmoNU__16_686,Bengali,0.36867997896380783,0.3855136134685801,109.216,69.3449999999996,52.78200000000025,627.4900000000002,4,4,0,1,465.492
community-1,G6qzg93FxwE__21_116,Gujarati,0.06677415887348172,0.07773894583022142,3.982999999999997,1.9260000000000024,0.3030000000000044,93.02999999999999,2,2,0,1,88.74399999999999
community-1,GEc_sS2KWo8__96_290,Gujarati,0.30876416549319347,0.5420437526520002,28.17199999999993,12.731000000000023,5.142999999999977,149.12999999999997,4,3,-1,0,115.81500000000004
community-1,GfFLEIAAumk__90_163,Bengali,0.1449653485527924,0.19288726891557073,3.867999999999999,1.9789999999999974,4.820999999999998,73.59000000000002,2,2,0,1,64.90100000000001
community-1,Gq45evw6ytY__597_1464,Oriya,0.34820252764256066,0.3695447292670668,114.29199999999992,71.91099999999916,122.09900000000073,885.4100000000004,3,3,0,1,649.019
community-1,HZv_WvIr6lE__21_105,Tamil,0.25797292835919416,0.2791425255281033,5.761999999999984,10.572999999999986,7.106999999999999,90.86999999999998,3,3,0,1,78.00099999999999
community-1,HpYG46tGyYs__103_998,Devanagari,0.08927928660172094,0.10489724583239937,29.922000000000132,35.155999999999935,11.812000000000065,861.23,4,4,0,1,819.4959999999999
community-1,IAm1rt-MYcA__4_558,Bengali,0.32684936579946305,0.3914759609866305,68.38799999999969,52.90800000000013,55.219000000000094,540.0499999999997,4,4,0,1,416.4429999999999
community-1,Iare1Emeueg__16_69,Devanagari,0.5473185390661116,0.5091740129394912,15.366999999999987,6.161999999999998,2.1479999999999992,43.26,2,2,0,1,25.74500000000001
community-1,IfTL8SSN270__62_671,Devanagari,0.3042370572207076,0.3465647104430846,79.91799999999994,54.44899999999976,66.61199999999988,660.6000000000005,4,4,0,1,514.0700000000004
community-1,Ig6szCD8m20__46_106,Devanagari,0.3371601208459215,0.45480379565446655,1.7970000000000104,2.9679999999999973,15.322999999999997,59.580000000000005,2,2,0,1,42.46
community-1,Iqhnt8ENm3U__27_88,Devanagari,0.6695162259615385,0.7698505229293383,16.44399999999999,4.897000000000013,23.221999999999994,66.55999999999999,3,2,-1,0,26.894000000000013
community-1,J4-VpEkBzWw__0_600,Kannada,0.09022194605101783,0.10786124327519782,23.950000000000166,16.633000000000123,16.043000000000042,627.6300000000001,7,7,0,1,587.6369999999997
community-1,JBYGLQJwFDc__103_407,Tamil,0.4855235391167552,0.6581679591164692,48.068000000000005,32.411,46.06299999999994,260.63000000000005,3,3,0,1,166.4990000000001
community-1,JSB1CeS4pP8__0_632,Gurmukhi,0.1493650086764227,0.1843121659236017,51.422999999999774,17.617999999999874,28.22400000000003,651.1899999999999,4,4,0,1,571.5430000000001
community-1,Jc5AVwg2cZM__153_214,Devanagari,0.7756899026958048,0.6757276365198231,17.236000000000008,17.67500000000002,13.716999999999972,62.68999999999999,3,3,0,1,31.737000000000013
community-1,KAtdcDieQMw__57_599,Oriya,0.1690023073053103,0.20698488815040225,58.94899999999967,13.3240000000002,25.145000000000053,576.4299999999995,3,3,0,1,492.33599999999973
community-1,KPkRi3GM7fs__47_642,Oriya,0.12221606264292087,0.14249912288435046,41.288999999999966,14.965999999999978,14.2929999999997,577.24,3,3,0,1,521.6580000000004
community-1,Kdi-ECuOaKg__2_78,Malayalam,0.9135259524418299,0.7759018229286054,14.751999999999994,16.59799999999997,4.378000000000021,39.11000000000002,6,4,-2,0,19.980000000000004
community-1,L7xRazDdtgw__19_83,Gujarati,0.8031872509960161,0.8213361203575985,13.029000000000007,7.431999999999997,13.810999999999996,42.67,3,2,-1,0,15.830000000000002
community-1,LBIWBxQ5H1s__90_1020,Malayalam,0.3766485146968471,0.4298886068153337,120.8929999999994,85.49099999999993,155.35299999999967,960.4100000000001,4,4,0,1,684.164000000001
community-1,LK23jX9tgZM__59_221,Gujarati,0.2885946347880799,0.4032339974634953,30.50499999999999,8.697000000000072,11.25299999999995,174.83,3,3,0,1,133.072
community-1,LctYmmr9-Vg__0_61,Devanagari,0.1791431556948797,0.19817339796590236,7.312000000000004,0.11299999999999955,1.1469999999999914,47.85000000000001,2,2,0,1,39.39100000000001
community-1,LqQHdo7t5Ps__198_498,Devanagari,0.1555937744780848,0.2416020299724478,8.62999999999999,7.075000000000111,29.981999999999935,293.62999999999994,3,3,0,1,255.01799999999997
community-1,Md3p6RTanBg__315_426,Bengali,0.0509185656244481,0.05022390604786454,4.632000000000014,0.8290000000000012,0.30400000000000205,113.22000000000004,3,3,0,1,108.28400000000002
community-1,MmtWBUK2DKE__0_310,Devanagari,0.08909150220192416,0.2870703968901035,13.771999999999776,6.772000000000036,6.767000000000031,306.5499999999999,5,4,-1,0,286.0110000000001
community-1,NLgHpYyf5bY__313_383,Devanagari,0.20995790390477598,0.36049558256611436,4.8880000000000114,2.1809999999999943,7.39500000000001,68.89,2,2,0,1,56.60699999999998
community-1,NuhdqCEuIBo__197_540,Gurmukhi,0.23374792469820235,0.34116010015696635,26.5239999999999,19.49000000000026,37.05299999999998,355.3699999999999,3,3,0,1,291.79299999999995
community-1,O4_aeGFzZ8A__0_335,Kannada,0.16230348598769642,0.18626215946041458,27.631000000000014,20.774999999999935,3.8330000000000197,321.86,8,8,0,1,290.39599999999996
community-1,OXUt5KnlUMo__91_181,Oriya,0.2858631469260155,0.4221237960217209,5.953999999999991,3.6199999999999672,15.11600000000001,86.37000000000003,2,2,0,1,65.30000000000004
community-1,OxYCBQKZ3iY__0_1822,Gurmukhi,0.22066146217955465,0.2642207919090673,142.29399999999802,83.13200000000053,151.07100000000096,1706.219999999999,7,7,0,1,1412.8549999999998
community-1,PCUA2q2C-2A__45_107,Devanagari,0.045214956349859926,0.0710904919701632,0.9759999999999991,1.505999999999996,0.2630000000000017,60.71000000000001,3,3,0,1,59.47100000000001
community-1,PEDfT9-Yf2o__0_469,Bengali,0.07245901639344263,0.09987988267232795,13.76700000000005,2.5139999999999176,12.89100000000004,402.6000000000001,3,3,0,1,375.942
community-1,PQB3-4sZUeY__0_1132,Telugu,0.3378166808995164,0.46385759773223595,89.12300000000072,57.46299999999968,233.1740000000002,1124.1600000000008,4,4,0,1,801.8629999999998
community-1,PRAzUz0GANs__223_283,Kannada,0.4197126895450917,0.5293481501894528,6.425999999999995,5.033999999999999,14.834999999999997,62.649999999999984,2,2,0,1,41.388999999999996
community-1,PSIzXy5-y2E__2_918,Devanagari,0.300124796222385,0.286497431670408,152.53100000000018,78.66800000000012,35.74699999999983,889.4499999999992,3,3,0,1,701.1719999999992
community-1,PVDfS7lcJHY__0_360,Kannada,0.22081805653067016,0.30108111257388975,33.99699999999967,12.94699999999999,37.976000000000134,384.5699999999998,6,6,0,1,312.597
community-1,Pjre5dpnKGA__0_330,Kannada,0.2097390216290293,0.4308542396599472,24.064000000000036,12.501999999999972,33.83499999999998,335.66,4,3,-1,0,277.7609999999999
community-1,QhpjuNTZoA8__0_586,Kannada,0.33280017131467526,0.5316627936871158,35.79099999999987,10.596999999999937,155.64500000000015,607.0700000000002,3,2,-1,0,415.634
community-1,QuA_B6IZ6Ls__61_1863,Devanagari,0.411098002334387,0.3893302092740746,655.6260000000009,131.59199999999936,191.92699999999815,2381.780000000005,4,4,0,1,1534.2270000000035
community-1,RL2fhIEEbZg__0_65,Telugu,0.0767374369940434,0.3766281191267636,3.369000000000021,1.1300000000000026,0.5249999999999986,65.47000000000001,3,2,-1,0,61.57599999999999
community-1,RL2fhIEEbZg__66_1034,Telugu,0.2912287809023176,0.33034906808602943,114.34600000000066,80.71999999999886,99.67500000000032,1012.0600000000012,3,3,0,1,798.0390000000001
community-1,RWTmftezCwI__0_60,Malayalam,0.13843900758097885,0.1150777229386031,5.854000000000018,1.913999999999998,0.26699999999999946,58.04000000000001,2,3,1,0,51.91899999999999
community-1,RZUZyvRzi80__0_336,Gurmukhi,0.02779857094249727,0.039811314690591196,3.589999999999961,2.5969999999999978,2.799999999999983,323.28999999999996,4,4,0,1,316.90000000000003
community-1,SZ7ay4OjfAE__0_897,Telugu,0.2875800281461229,0.37946398990539526,130.0830000000008,33.74699999999979,126.3440000000003,1009.02,5,5,0,1,752.5929999999993
community-1,T3I2T-cfhG4__160_210,Devanagari,0.12484564615712154,0.14059071266674913,1.9969999999999999,3.019999999999998,0.8470000000000013,46.97,2,2,0,1,44.126000000000005
community-1,TU3M6wSQV_g__99_171,Telugu,0.2671361502347419,0.49536898329617546,3.970000000000019,4.478999999999992,11.466000000000001,74.55000000000001,2,2,0,1,59.114
community-1,Tlha36rSd5o__240_374,Tamil,0.18180219077316725,0.17980151225380464,12.416000000000004,7.954000000000006,2.3680000000000163,125.07,2,2,0,1,110.28599999999996
